Category,Message,spam
ham,checking,0
ham,done internet connection v slow canâ send try later first thing tomo,0
ham,mathews tait edward anderson,0
ham,yeah sure thing mate haunt got stuff sorted im going sound anyway promoting hex way dont know number joke,0
ham,need lar go engin co si art today,0
ham,thanks honey still heard anything leave bit longer 2 crowd try later great advice thanks hope cardiff still,0
spam,want new nokia 3510i colour phone delivered tomorrow 200 free minute mobile 100 free text free camcorder reply call 8000930705,1
ham,im snowboarding trip wondering planning get everyone together befor go meet greet kind affair cheer,0
ham,watching live,0
ham,see christmassy,0
ham,k ready lt gt,0
ham,new year plan,0
spam,recpt 1 3 ordered ringtone order processed,1
ham,baaaaaaaabe wake miss crave need,0
ham,got message ignoring yes shopping,0
ham,dear mood cant drive brother drive,0
ham,dad get back,0
ham,tell shola please go college medicine visit academic department tell academic secretary current situation ask transfer ask someone check sagamu thing lautech vital completes medical education nigeria less expensive much less expensive unless getting citizen rate new zealand,0
ham,yes finished watching day life love,0
ham,juz go google n search 4 qet,0
ham,many time lose best one bcoz,0
ham,good friend care close friend understand true friend stay forever beyond word beyond time gud ni8,0
ham,getting back home,0
ham,sorry call later lt gt min,0
ham,dun need use dial juz open da browser n surf,0
spam,one registered subscriber u enter draw 4 100 g b gift voucher replying enter unsubscribe text stop,1
ham,awesome plan get time like lt gt text detail wee bit,0
ham,take care sleep well need learn change life need get convinced wait conversation u get convinced time family many sens respect overemphasise u role life,0
spam,chance win free bluetooth headset simply reply back adp,1
ham,also didnt get na hi hi hi hi hi,0
ham,ya cant display internal sub gotta extract,0
ham,said anything wrong sorry de,0
ham,stupid say challenge god dont think write instead respond immed,0
ham,yeah able text ready meet,0
ham,v skint fancied bevy waz gona go meet othrs spoon jst bin watchng planet earth sofa v comfey dont make hav gd night,0
ham,say quitting least5times day wudn take much notice nah mind gonna see want come taunton tonight u tell,0
ham,get free call,0
ham,little darling far week need coffee run tomo believe time week already â,0
ham,still west coast haiz ã take forever come back,0
ham,mmm fuck merry christmas,0
ham,alright thanks advice enjoy night try get sleep,0
ham,update face book status frequently,0
ham,saw message k da,0
ham,something u ate,0
ham,bank say money,0
ham,aiyar dun disturb u liao thk u lot 2 aft ur cupboard come,0
ham,hey r watching movie tonight prob b home early,0
ham,yar lor u noe u used dat route,0
ham,2mro coming gym machan goodnight,0
ham,dont think need yellow card uk travel ask someone gone lt gt buck,0
ham,u look 4 da lib got stuff havent finish yet,0
ham,sound great im going sleep good night,0
spam,b floppy b snappy happy gay chat service photo upload call 08718730666 10p min 2 stop text call 08712460324,1
ham,come u got nothing,0
ham,nothing ever easy looking reason take risk life love,0
ham,want grasp pretty booty,0
ham,got tea sure flavour,0
ham,going 2 orchard laready reaching soon u reaching,0
ham,dear denying word please,0
ham,know old dom told yesterday name roger got touch last night want meet today 2 pm,0
ham,come back tampa ffffuuuuuuu,0
ham,2 celebrate bâ day else,0
ham,merry christmas u annie,0
ham,please tell special stock talking,0
ham,sent like,0
ham,awesome minute,0
ham,problem walk around julianaland oblivious going around say thing constantly go one ear go whatever want know upset listen tell going upset want surprised mad,0
ham,told everything stop dont let get dehydrated,0
ham,guess lt gt min,0
ham,home ard wat time u reach,0
ham,want mapquest something look usf dogwood drive tiny street parking lot,0
ham,aight plan come later tonight,0
ham,die accidentally deleted e msg suppose 2 put e sim archive haiz sad,0
spam,welcome uk mobile date msg free giving free calling 08719839835 future mg billed 150p daily cancel send go stop 89123,1
ham,wishing great day moji told offer always speechless offer easily go great length behalf stunning exam next friday keep touch sorry,0
ham,thanks reply today ur visa coming r u still buying gucci bag sister thing easy uncle john also bill really need think make money later sha,0
ham,sorry flaked last night shit seriously goin roommate tonight,0
ham,said look pretty wif long hair wat thk cutting quite short 4 leh,0
ham,cheer callin babe sozi culdnt talkbut wannatell u detail later wenwecan chat properly x,0
ham,hey u still gym,0
ham,much better thanks lol,0
ham,nothing smsing u n xy lor sorry lor da guy neva c u person sort know u lor u wan 2 meet xy ask 2 bring u along 4 next meeting,0
ham,lemme know swing pick free basically time 1 semester,0
ham,wa u efficient gee thanx,0
spam,3 received mobile content enjoy,1
ham,able sleep,0
spam,want explicit sex 30 sec ring 02073162414 cost 20p min,1
ham,meet soon princess ttyl,0
ham,pick 5 15pm go taunton still want come,0
ham,oh 4 outside player allowed play know,0
ham,erutupalam thandiyachu,0
ham,cant u try new invention fly joking,0
ham,ful song lyric,0
ham,u reckon need 2 arrange transport u thanks,0
ham,true lov n care wil nevr go unrecognized though somone often make mistake valuing definitly undrstnd start missing,0
ham,shopping eh ger toking abt syd leh haha,0
ham,standing,0
ham,good weekend,0
ham,miss call miss call khelate kintu opponenter miss call dhorte lage thats rule one great phone receiving quality win,0
ham,call get chance plz lt 3,0
ham,new deus ex game comin early next yr,0
ham,computer fried essential part keep spare fucking idiot roommate looovvve leaving thing running full lt gt 7,0
ham,friend studying warwick planned go shopping concert tmw may canceled havn seen age yeah get together sometime,0
ham,probably couple hour top,0
ham,lol grin babe thanks thinking,0
ham,man bus slow think gonna get,0
ham,hope text meet smiling let text give reason smile beautiful day,0
ham,case wake wondering forgot take care something grandma today done parade,0
spam,latest nokia mobile ipod mp3 player â 400 proze guaranteed reply win 83355 norcorp ltd â 1 50 mtmsgrcvd18,1
spam,sm service inclusive text credit pls goto www comuk net login 3qxj9 unsubscribe stop extra charge help 08702840625 comuk 220 cm2 9ae,1
ham,nvm take ur time,0
ham,wat da decision,0
ham,wot u 2 bitch,0
ham,told hr want posting chennai working,0
spam,mobile club choose top quality item mobile 7cfca1a,1
ham,guy leaving,0
ham,neva grumble sad lor hee buy tmr lor aft lunch still meetin 4 lunch tmr neva hear fr lei ã got lot work ar,0
ham,able anything,0
ham,ã takin linear algebra today,0
ham,weekend fine excuse much decorating,0
ham,sorry missed babe late slept hope enjoy driving lesson boytoy miss teasing kiss,0
ham,project pa come,0
spam,money wining number 946 wot next,1
ham,sure whenever show fuck gt,0
ham,random saw old roomate campus graduated,0
ham,men always need beautiful intelligent caring loving adjustable cooperative wife law allows one wife,0
ham,suck got planned yo valentine yo valentine,0
ham,got part nottingham 3 hr 63miles good thing love man much 40mph hey ho,0
ham,think one saying clearly ok leave need ask go come,0
ham,hi good mornin thanku wish u,0
ham,u want 2 meet 2morro,0
ham,actually decided hungry left yet v,0
ham,sent ã¼ part,0
ham,co shopping wif darren jus n called 2 ask wat present wan lor started guessing wif n finally guessed darren lor,0
spam,want cock hubby away need real man 2 satisfy txt wife 89938 string action txt stop 2 end txt rec â 1 50ea otbox 731 la1 7ws,1
ham,understand loss gain work school,0
ham,u missed u havent 2 much bit bored holiday want 2 go bak 2 college sad isnt xx,0
ham,hiya probably coming home weekend next,0
ham,forget though love walk beside watching keeping heart warm,0
ham,wish thing different wonder able show much value pls continue brisk walk drug without askin please find thing laugh love dearly,0
ham,ok day making dinner tonite invited,0
spam,gr8 new service live sex video chat mob see sexiest dirtiest girl live ur phone 4 detail text horny 89070 cancel send stop 89070,1
ham,money 4 steve mate,0
ham,im late tellmiss im way,0
ham,normally use drink water daily,0
ham,dare ask luck sorting car,0
ham,party place usf charge contribute way greatly appreciated yeah got room one,0
ham,urgh coach hot smell chip fat thanks especially duvet predictive text word,0
ham,hiya last night naughty bought clothes little ready shopping tho kind time wanna meet,0
spam,freemsg hi baby wow got new cam moby wanna c hot pic fancy chat im w8in 4utxt rply chat 82242 hlp 08712317606 msg150p 2rcv,1
ham,trying reach without success,0
ham,derek done class,0
ham,never lei v lazy got wat dat day ã¼ send da url cant work one,0
ham,never try alone take weight tear come ur heart fall ur eye always remember stupid friend share bslvyl,0
ham,hey mate spoke mag people weâ deliver end month deliver 24th sept talk later,0
ham,haha friend tyler literally asked could get dubsack,0
ham,hey u fancy meetin 4 cha â hav lil beverage txt ring meet l8r quite tired got 3 v pist love pete x x x,0
ham,great safe trip dont panic surrender,0
ham,symptom u love 1 u like listening song 2 u get stopped u see name beloved 3 u get angry,0
ham,sun ah thk mayb dun anythin thk book e lesson e pilate orchard mrt u noe hor,0
ham,try something dear read something exam,0
ham,gettin rdy ship comp,0
ham,hospital da return home evening,0
ham,piss talking someone realise u point read backwards,0
ham,think da wil,0
ham,awake oh,0
ham,good afternoon boytoy go walking day get police abstract still wake miss babe,0
ham,much u trying get,0
ham,come around lt decimal gt pm vikky otside nw il come tht time,0
ham,tell address,0
ham,buy blackberry bold 2 torch buy new used let know plus saying buy lt gt g wifi ipad saying lt gt g,0
ham,together thinkin,0
ham,hiya hows going sunny africa hope u r avin good time give big old silver back big kiss,0
ham,time come tomorrow,0
spam,wanna laugh try chit chat mobile logon txting word chat send 8883 cm po box 4217 london w1a 6zf 16 118p msg rcvd,1
ham,cha quiteamuzing thatâ scool babe probpop cu satthen hunny 4brekkie love jen xxx psxtra lrg portion 4 please,0
ham,omg u know ate,0
spam,urgent 2nd attempt contact u u â 1000call 09071512432 b4 300603t csbcm4235wc1n3xx callcost150ppmmobilesvary maxâ 7 50,1
ham,directly behind abt 4 row behind ã¼,0
spam,congratulation ur awarded 500 cd voucher 125gift guaranteed free entry 2 100 wkly draw txt music 87066,1
spam,contract mobile 11 mnths latest motorola nokia etc free double min text orange tariff text yes callback remove record,1
ham,plan yet,0
ham,hi engagement fixd lt gt th next month know really shocking bt hmm njan vilikkam w al sudn,0
ham,course math one day one chapter one month finish,0
ham,wow think common take back ur freak unless u chop,0
ham,noooooooo please last thing need stress life fair,0
spam,u secret admirer looking 2 make contact u find r reveal think ur special call 09065171142 stopsms 08718727870150ppm,1
ham,see swing bit got thing take care firsg,0
ham,wanted wish happy new year wanted talk legal advice gary split person make trip ptbo hope everything good babe love ya,0
ham,finished work yet something,0
ham,right wasnt phoned someone number like,0
ham,ok wun b angry msg u aft come home tonight,0
ham,good time nice something bit different weekend change see ya soon,0
ham,yo sorry shower sup,0
ham,carlos pick swing usf little bit,0
ham,full heat pa applyed oil pa,0
ham,stuck da middle da row da right hand side da lt,0
ham,laid airtel line rest,0
ham,hi u decide wot 2 get 4 bday ill prob jus get voucher frm virgin sumfing,0
spam,freemsg txt call 86888 claim reward 3 hour talk time use phone subscribe6gbp mnth inc 3hrs 16 stop txtstop,1
ham,hey j r u feeling better hopeso hunny amnow feelin ill ithink may tonsolitusaswell damn iam layin bedreal bored lotsof luv xxxx,0
ham,plan staying night prolly back til late,0
ham,thanx 4 puttin da fone,0
ham,need 8th campus atm could pick hour two,0
ham,oh haha den shld went today gee nvm la kaiez dun mind goin jazz oso scared hiphop open cant catch,0
ham,running managed 5 minute needed oxygen might resort roller option,0
ham,live next lt gt min,0
ham,de asking like,0
ham,glad talking,0
ham,wat time ã¼ finish,0
ham,sorry da gone mad many pending work,0
ham,much got cleaning,0
ham,hows favourite person today r u workin hard sleep last nite nearly rang u 4 30,0
spam,sunshine quiz win super sony dvd recorder canname capital australia text mquiz 82277 b,1
ham,ã called dad oredi,0
ham,good think could send pix would love see top bottom,0
ham,nvm going wear sport shoe anyway going late leh,0
ham,long fuckin showr,0
ham,received understood n acted upon,0
ham,finally came fix ceiling,0
ham,u need presnts always bcz u cant mi love jeevithathile irulinae neekunna prakasamanu sneham prakasam ennal prabha mn prabha love got dont mi,0
ham,jus finish blowing hair u finish dinner already,0
ham,bus love,0
ham,lol knew saw dollar store,0
spam,today voda number ending 7634 selected receive â 350 reward match please call 08712300220 quoting claim code 7684 standard rate apply,1
ham,saturday sunday holiday difficult,0
ham,everybody fun evening miss,0
ham,got hella gas money want go grand nature adventure galileo little bit,0
ham,oh wow thats gay firmware update help,0
ham,move morphine,0
ham,come din c ã¼ yup cut hair,0
ham,k k pa lunch aha,0
ham,captain vijaykanth comedy captain tv drunken,0
ham,course guess god got hold right,0
ham,hide anythiing keeping distance,0
ham,havent,0
spam,ripped get mobile content www clubmoby com call 08717509990 poly true pix ringtones game six downloads 3,1
ham,sorry din lock keypad,0
ham,planning come chennai,0
spam,tried contact reply offer video phone 750 anytime network min half price line rental camcorder reply call 08000930705,1
ham,god created gap btwn ur finger dat sum1 vry special fill gap holding ur hand plz dont ask created much gap leg,0
ham,okay going sleep later,0
ham,finally happened aftr decade beer cheaper petrol goverment expects u drink drive,0
spam,â 400 xmas reward waiting computer randomly picked loyal mobile customer receive â 400 reward call 09066380611,1
ham,r e meeting tmr,0
ham,lol yes add spice day,0
ham,prasanth ettans mother passed away last night pray family,0
ham,k work something,0
spam,private 2003 account statement show 800 un redeemed point call 08718738002 identifier code 48922 expires 21 11 04,1
ham,message great doctor india 1 drink appy fizz contains cancer causing age,0
ham,call tell infront call,0
ham,ok prob,0
ham,lady first genus second k,0
ham,yes please swimming,0
ham,mum going robinson already,0
ham,ok set let u noe e detail later,0
ham,tel software name,0
ham,send print out da,0
ham,im realy soz imat mum 2nite 2moro,0
ham,born god said oh another idiot born god said oh competition knew one day two become freinds forever,0
ham,didnt get ur full msg sometext missing send,0
ham,probably almost gas get cash tomorrow,0
spam,customer service announcement recently tried make delivery unable please call 07099833605 schedule ref 9280114,1
ham,forgot 2 ask ã¼ smth card da present lei ã want 2 write smth sign,0
spam,hi babe chloe r u smashed saturday night great weekend u missing sp visionsms com text stop stop 150p text,1
ham,ã ready call,0
ham,wewa 130 iriver 255 128 mb,0
ham,good thing getting connection bw,0
ham,sry da jst nw came home,0
ham,cool night lemme know around,0
ham,staying town,0
ham,haha yeah 2 oz kind shitload,0
ham,ok u take shopping u get paid,0
ham,alright bring see like lt gt min,0
ham,pls dont play others life,0
ham,eatin lunch,0
ham,hmmm give one day,0
ham,try g decided head,0
ham,surly ill give coming review,0
ham,march ending ready call sure problem capital never complete far work lady,0
ham,pls give food preferably pap slowly load sugar take hour give water slowly,0
spam,urgent mobile 07808726822 awarded â 2 000 bonus caller prize 02 09 03 2nd attempt contact call 0871 872 9758 box95qu,1
ham,guy get used dumb realize,0
ham,okey dokey iâ bit sorting stuff,0
ham,yes fine,0
ham,liked new mobile,0
ham,anytime,0
ham,mmmmmmm snuggle deep contented sigh whisper fucking love much barely stand,0
ham,yar say got error,0
ham,hey anyway,0
ham,wow healthy old airport rd lor cant thk anything else b bathing dog later,0
ham,wif family booking tour package,0
ham,say bold torch later one torch 2bold,0
ham,haha awesome might need take doin tonight,0
ham,ya knw u vl giv ok thanks kano anyway enjoy wit ur family wit 1st salary,0
ham,huh slow tot u reach long ago liao u 2 day 4 leh,0
ham,thats cool princess cover face hot sticky cum,0
ham,big brotherâ really scraped barrel shower social misfit,0
ham,oops thk dun haf enuff go check tell ã¼,0
ham,8 min go lunch,0
ham,hey happened u switch ur cell whole day isnt good u care give call tomorrow,0
ham,k addie amp art get home,0
ham,aiyo lesson early still sleepin haha okie u go home liao den confirm w lor,0
ham,forgot tell ã¼ smth ã¼ like number section clearer,0
ham,yup anything lor u dun wan ok,0
ham,home love still awake loving kiss,0
ham,hello peach cake tasts lush,0
spam,free game get rayman golf 4 free o2 game arcade 1st get ur game setting reply post save activ8 press 0 key arcade termsapply,1
ham,minor shindig place later tonight interested,0
ham,jason say cool pick place like hour,0
spam,mobile 10 mths update latest camera video phone free keep ur number get extra free min text text yes call,1
ham,career tel added u contact indyarocks com send free sm remove phonebook sm lt gt,0
ham,reached already,0
ham,dont know ask brother nothing problem thing told,0
ham,k eng rocking ash,0
ham,wat time r ã¼ going xin hostel,0
ham,good morning dear shijutta great amp successful day,0
ham,oh k placement ah,0
ham,possession especially first offense,0
ham,nt driving even many reason called bbd thts chikku hw abt dvg cold heard tht vinobanagar violence hw condition hw ru problem,0
ham,bought test yesterday something let know exact day u ovulate get 2u 2 3wks pls pls dont fret know u r worried pls relax also anything ur past history u need tell,0
ham,pizza u want,0
ham,keep seeing weird shit bein woah realising actually reasonable oh,0
ham,many happy return day wish happy birthday,0
ham,thinking u x,0
ham,orh tot u say still dun believe,0
ham,put sign choose number pin show right,0
ham,beauty life next second hide thousand secret wish every second wonderful ur life gud n8,0
ham,thanx u darlin im cool thanx bday drink 2 nite 2morrow take care c u soon xxx,0
ham,still maybe leave credit card get gas get back like told,0
spam,weekly cool mob tone ready download week new tone include 1 crazy frog axel f 2 akon lonely 3 black eyed dont p info n,1
ham,well boy glad g wasted night applebees nothing,0
spam,cashbin co uk get lot cash weekend www cashbin co uk dear welcome weekend got biggest best ever cash give away,1
ham,ok lor u wan go look 4 u,0
ham,u wan 2 haf lunch da canteen,0
ham,make life stressfull always find time laugh may add year life surely add life ur year gud ni8 swt dream,0
ham,hey look like wrong one kappa guy number still phone want text see around,0
spam,thanks 4 continued support question week enter u in2 draw 4 â 100 cash name new u president txt an 80082,1
ham,home doc gave pain med say everything fine,0
ham,ã 140 ard ã rest ard 180 least ã price 4 ã 2 bedrm 900,0
ham,lovely night xxx,0
ham,prepare pleasured,0
ham,hi technical support providing assistance u customer call email,0
ham,text way cup stop work bus,0
ham,whens radio show,0
spam,unique user id 1172 removal send stop 87239 customer service 08708034412,1
ham,sure still available though,0
ham,watever relation u built dis world thing remains atlast iz lonlines lotz n lot memory feeling,0
ham,cheer lou yeah goodnite shame u neva came c ya gailxx,0
ham,hi got money da,0
ham,ok u tell wat time u coming later lor,0
ham,u repeat e instruction wat e road name ur house,0
ham,quite lor dun tell wait get complacent,0
ham,sorry completely forgot pop em round week still,0
ham,u r beautiful girl ive ever seen u r baby come c common room,0
ham,cant see join denis mina denis want alone time,0
ham,sen told going join uncle finance cbe,0
ham,yup hey one day fri ask miwa jiayin take leave go karaoke,0
ham,call senthil hsbc,0
ham,especially since talk boston personal statement lol woulda changed realized said nyc say boston,0
ham,indeed way either,0
spam,urgent call 09066649731from landline complimentary 4 ibiza holiday â 10 000 cash await collection sae c po box 434 sk3 8wp 150ppm 18,1
ham,holy living christ taking long,0
ham,ã thk wat eat tonight,0
ham,thanx yup coming back sun finish dinner going back 2 hotel time fly tog 4 exactly mth today hope haf many mths come,0
ham,opposite side dropped,0
ham,yup izzit still raining heavily co e mrt c outside,0
ham,send resume,0
ham,gd luck 4 ur exam,0
ham,u ask next sat make ok lor,0
ham,sorry uncle keep touch,0
ham,saw guy doll last night patrick swayze great,0
spam,urgent 2nd attempt contact u â 900 prize yesterday still awaiting collection claim call 09061702893,1
spam,santa calling would little one like call santa xmas eve call 09077818151 book time calls1 50ppm last 3mins 30 c www santacalling com,1
ham,come home want u miserable,0
ham,dont know getting message,0
ham,cool tyler take gonna buy drop place later tonight total order quarter got enough,0
ham,guy car shop flirting got phone number paperwork called texted nervous course may address call bos tell knowing may get fired,0
ham,plan manage,0
ham,er hello thing didnâ quite go plan â limping slowly home followed aa exhaust hanging,0
ham,sorry delay yes master,0
ham,call u finish come n pick u,0
spam,private 2004 account statement 078498 7 show 786 unredeemed bonus point claim call 08719180219 identifier code 45239 expires 06 05 05,1
ham,oga left phone home saw ur message hope good great weekend,0
ham,worry though understand important put place poorly thought punishment face worst thing ever happened brb gonna go kill,0
ham,honey pls find much sell predicte nigeria many time used important reply monday,0
ham,e admin building might b slightly earlier call u reaching,0
ham,fyi usf swing room whenever,0
ham,call lt gt min thats ok,0
ham,ã home work meh,0
ham,anything valuable 2 situation first getting second loosing,0
ham,mark taking forever pick prescription pain coming back,0
ham,ur paper,0
ham,got smaller capacity one quite ex,0
spam,check choose babe video sm shsex netun fgkslpopw fgkslpo,1
ham,im good thinking,0
spam,u r winner u ave specially selected 2 receive â 1000 cash 4 holiday flight inc speak live operator 2 claim 0871277810710p min 18,1
ham,thought bout drink tap spile seven pub gas st broad st canal ok,0
ham,going sleep tired travel,0
ham,haha thinkin,0
ham,yup giving problem mayb jus leave,0
ham,lol trying make day little interesting,0
ham,long get reply defer admission til next semester,0
ham,word checkmate chess come persian phrase shah maat mean king dead goodmorning good day,0
ham,po de need job aha,0
ham,rat hey u ever vote next theme,0
spam,new mobile 2004 must go txt nokia 89545 collect today â 1 www 4 tc biz 2optout 087187262701 50gbp mtmsg18 txtauction,1
ham,hope pee burn tonite,0
ham,oh rite well im best mate pete went 4 week 2geva longer week,0
ham,yay wait party together,0
ham,photoshop make computer shut,0
ham,boy made fun today ok problem sent one message fun,0
ham,one issue california okay snow manageable,0
spam,private 2003 account statement show 800 un redeemed point call 08715203652 identifier code 42810 expires 29 10 0,1
ham,hmmm mayb try e shoppin area one forgot e name hotel,0
ham,awesome gonna soon later tonight,0
ham,need detail online job,0
ham,missing pray inshah allah,0
ham,pls help tell ashley cant find number oh,0
ham,increase chance winning,0
ham,either way work lt gt year old hope doesnt bother,0
ham,maybe find something else instead,0
ham,gain right wife dont demand trying husband let see,0
ham,liked new house,0
ham,fine hope also,0
ham,also north carolina texas atm would go gre site pay test result sent,0
ham,yes baby need stretch open pussy,0
ham,thanks bomb date phone wanted say,0
ham,hey guy know breathing neck get bud anyway able get half track usf tonight,0
ham,response one powerful weapon 2 occupy place others heart always give response 2 care 4 u gud night swt dream take care,0
ham,nokia phone lovly,0
spam,free message thanks using auction subscription service 18 150p msgrcvd 2 skip auction txt 2 unsubscribe txt stop customercare 08718726270,1
ham,sorry da today wont come play driving clas,0
ham,really sorry lit hair fire,0
ham,oh shit thought trip loooooool make much sense grin sofa reference sleep couch link sent went trip oh babe go celebration rent,0
ham,okey dokey swashbuckling stuff oh,0
ham,1 tension face 2 smiling face 3 waste face 4 innocent face 5 terror face 6 cruel face 7 romantic face 8 lovable face 9 decent face lt gt joker face,0
ham,dip cell dead coming u better respond else shall come back,0
ham,well know mean texting,0
ham,hi dis yijue would happy work wif ã¼ gek1510,0
ham,lol oops sorry fun,0
ham,wat happened cruise thing,0
ham,know dat feelin pete wuld get em nuther place nuther time mayb,0
spam,lyricalladie 21 f inviting friend reply yes 910 910 see www sm ac u hmmross stop send stop frnd 62468,1
ham,world happiest frnds never character dey best understanding difference,0
ham,yeah open chat click friend list make list easy pie,0
ham,alright tyler got minor crisis home sooner thought asap,0
ham,pick,0
ham,usual u call ard 10 smth,0
ham,many thing antibiotic used chest abdomen gynae infection even bone infection,0
ham,poor girl go one day lmao,0
ham,6times,0
ham,pls make note exposed also find school anyone else vomiting dog cat house let know later,0
ham,sound like could lot time spent chastity device boy grin take beating like good dog going lounge nice long bath,0
ham,worse us half way stop better complete,0
ham,miserable tell u side effect birth control massive gut wrenching cramp first 2 month sleep last night,0
ham,send new number,0
spam,want latest video handset 750 anytime network min half price line rental reply call 08000930705 delivery tomorrow,1
ham,2 half year missed friendship,0
ham,oh fuck sake like tallahassee,0
ham,haha first person gonna ask,0
spam,ou guaranteed latest nokia phone 40gb ipod mp3 player â 500 prize txt word collect 83355 ibhltd ldnw15h 150p mtmsgrcvd18,1
ham,taka lor wat time u wan 2 come n look 4 u,0
spam,free polyphonic ringtone text super 87131 get free poly tone week 16 sn pobox202 nr31 7zs subscription 450pw,1
ham,reaching another 2 stop,0
ham,mean post wrote like many time ritten stuff let sit feeling time angry left hit send stop checked phone got car said sleep bored time clean fold laundry etc least make bed,0
spam,warner village 83118 c colin farrell swat wkend warner village get 1 free med popcorn show msg ticket kiosk valid 4 7 12 c c kiosk reply sony 4 mre film offer,1
ham,come online today night,0
ham,anything special,0
ham,solihull want anything,0
ham,good day,0
ham,regret inform u nh made mistake u never actually born please report 2 yor local hospital 2b terminated r sorry 4 inconvenience,0
ham,love holiday monday feeling even go dentist hour,0
ham,way tirupur,0
spam,goal arsenal 4 henry 7 v liverpool 2 henry score simple shot 6 yard pas bergkamp give arsenal 2 goal margin 78 min,1
ham,already got flaky parent snot supposed child job support parent ride age anyway supposed support hurt unintentional hurt nonetheless,0
ham,took hooch walk toaday fell splat grazed knee everything stayed home see tomorrow,0
ham,dropped em omw back,0
ham,sitting mu waiting everyone get suite take shower,0
ham,call see facebook huh,0
ham,g say never answer text confirm deny,0
ham,common hearin r u wat r u ur day let ask u something different u smile today gud evng,0
ham,oh yah never cancel leh haha,0
ham,go 4 e normal pilate intro,0
ham,ok let u noe leave house,0
ham,oh yes like torture watching england,0
ham,wanna art,0
ham,hopeing wasnâ pissed remember gone sister something,0
spam,hi sexychat girl waiting text text great night chatting send stop stop service,1
ham,good morning boytoy yummy lip sexy bun think crave need,0
ham,match started india lt gt 2,0
ham,free call sir,0
ham,hey want anything buy,0
ham,hey babe going ever figure going new year,0
ham,k k congratulation,0
ham,g want know fuck,0
ham,cancelled yeah baby well sound important understand darlin give ring later fone love kate x,0
ham,tomarrow want got court lt decimal gt come bus stand 9,0
ham,ã go home liao ask dad pick 6,0
ham,omg make wedding chapel frontierville get good stuff,0
ham,eatin lor goin back work soon e mountain deer show huh watch b4 liao nice,0
ham,check mail mailed varma kept copy regarding membership take care insha allah,0
ham,wrong phone phone answer one assume people well,0
ham,anyway think secure anything lemme know want drive south chill,0
ham,already back home probably,0
spam,hi amy sending free phone number couple day give access adult party,1
ham,bus way calicut,0
ham,hi probably much fun get message thought id txt u co im bored james farting night,0
ham,hi baby im sat bloody bus mo wont home 7 30 wanna somethin later call later ortxt back jess xx,0
spam,welcome select o2 service added benefit call specially trained advisor free mobile dialling 402,1
ham,lost 4 pound since doc visit last week woot woot gonna celebrate stuffing face,0
ham,u coming back 4 dinner rite dad ask confirm wif u,0
ham,master buy bb co sale bf,0
ham,ahhhh woken bad dream u tho dont like u right didnt know anything comedy night guess im,0
ham,vivek got call number,0
ham,u call lunch,0
ham,mean left early check co working 9 6,0
ham,want lt gt r da,0
ham,want see pretty pussy,0
spam,dear voucher holder next meal u use following link pc 2 enjoy 2 4 1 dining experiencehttp www vouch4me com etlp dining asp,1
ham,people game mall iouri kaila,0
spam,urgent trying contact u today draw show â 2000 prize guaranteed call 09058094507 land line claim 3030 valid 12hrs,1
spam,donate â 2 50 unicef asian tsunami disaster support fund texting donate 864233 â 2 50 added next bill,1
ham,future planned tomorrow result today best present enjoy future,0
ham,cme want go ho 2morow wil cme got dear didnt say time,0
ham,supposed meet discus abt trip thought xuhui told afternoon thought go lesson,0
ham,hey come online use msn,0
ham,fine hope good take care,0
ham,oops shower u called hey parking garage collapsed university hospital see crazy stuff like happen,0
ham,aiyo u poor thing u dun wan 2 eat u bathe already,0
ham,yar tot u knew dis would happen long ago already,0
ham,gorgeous keep pix cumming thank,0
ham,jade paul didnâ u txt u remember barmed want 2 talk 2 u txt,0
ham,spending new year brother family let plan meet next week ready spoiled,0
ham,u today,0
ham,said okay sorry,0
ham,slept thinkthis time lt gt pm dangerous,0
ham,networking job,0
spam,goldviking 29 inviting friend reply yes 762 762 see www sm ac u goldviking stop send stop frnd 62468,1
ham,dont let studying stress l8r,0
ham,u haf 2 keep busy,0
ham,rushing working school rush go hungry,0
ham,channel,0
ham,telling coulda real valentine u never pick nothing,0
spam,phony â 350 award today voda number ending xxxx selected receive â 350 award match please call 08712300220 quoting claim code 3100 standard rate app,1
ham,made eta taunton 12 30 planned hope thatâ still okday good see xx,0
ham,hungry buy smth home,0
ham,hey kate hope ur ok give u buz wedlunch go outsomewhere 4 adrink town cud go 2watershd 4 bit ppl fromwrk bthere love petexxx,0
ham,drive read need write,0
ham,looked addie go back monday suck,0
ham,happy new year hope good semester,0
ham,esplanade lor else,0
ham,talk,0
ham,hmph go head big baller,0
ham,well like actually called someone punto woulda worse,0
ham,nope since ayo travelled forgotten guy,0
ham,still around looking pick later,0
spam,cd 4u congratulation ur awarded â 500 cd gift voucher â 125 gift guaranteed freeentry 2 â 100 wkly draw xt music 87066 tncs www ldew com1win150ppmx3age16,1
ham,someone year lt gt toyota camry like mr olayiwola mileage lt gt k clean need know much sell raise dough soon landing sell holla back,0
ham,guess pub im im happy pig clover whatever saying,0
ham,ill b soon,0
ham,oh k come tomorrow,0
ham,go fool dont cheat others ok,0
ham,mobile number pls sm ur mail id convey regard achan amma rakhesh qatar,0
ham,way rencontre meet mountain dont,0
spam,guaranteed â 1000 cash â 2000 prize claim yr prize call customer service representative 08714712412 10am 7pm cost 10p,1
